MonthlyCharges,Contract,Churn
-1.500884738199149,1.0,No
-0.6351499683120716,0.0,Yes
-0.0086969774340902,1.0,No
0.15747092465556,0.0,No
0.1258990232585264,0.0,No
1.004927225312776,0.0,Yes
1.4419488078085565,1.0,No
0.7091483595931986,2.0,No
-1.497561380157356,0.0,No
0.5363337414199627,0.0,No
0.6443428777782353,0.0,No
-1.4826062689692876,1.0,No
-0.0170053725385727,2.0,No
-1.298159897649776,2.0,No
-0.2911824109864955,0.0,No
0.5861841120468577,0.0,Yes
0.1641176407391461,0.0,No
0.3036986784944524,2.0,No
-1.467651157781219,1.0,No
-1.4909146640737705,2.0,No
0.2039979372406622,0.0,Yes
0.8071874218260923,2.0,No
-0.6467817214583471,0.0,Yes
-1.4742978738648052,0.0,No
0.6476662358200281,1.0,No
1.317322881241319,0.0,Yes
0.5712290008587891,2.0,No
0.9999421882500864,1.0,Yes
-1.4693128368021158,1.0,No
-1.331393478067706,0.0,No
0.3219771477243138,0.0,Yes
0.3884443085601739,0.0,Yes
1.348894782638352,0.0,No
-1.4693128368021158,1.0,No
-1.1569171808735732,0.0,Yes
-0.6467817214583471,0.0,No
0.6559746309245107,0.0,Yes
0.3319472218496927,1.0,No
0.4814983337303779,0.0,Yes
-1.328070120025913,0.0,Yes
-0.4307634487418018,0.0,No
-1.1419620696855048,0.0,No
-1.4992230591782527,1.0,No
-0.2712422627357375,0.0,No
0.2372315176585923,1.0,No
0.871992903641056,0.0,Yes
-1.4958997011364596,2.0,No
1.493460857456348,2.0,No
-1.5108548123245282,2.0,No
1.0564392749605676,0.0,No
-1.351333626318464,2.0,No
1.5482962651459322,0.0,No
1.5782064875220694,2.0,No
-1.4626661207185296,0.0,No
1.2342389301964936,1.0,No
0.5080851980647219,0.0,No
1.355541498721938,2.0,No
0.4499264323333443,0.0,No
0.1358690973839053,0.0,No
0.5047618400229291,1.0,No
-0.309460880216357,2.0,No
0.5031001610020327,0.0,Yes
1.3904367581607644,0.0,Yes
1.252517399426355,1.0,No
-0.623518215165796,0.0,Yes
-1.3131150088378445,0.0,No
-1.4958997011364596,2.0,No
-1.4875913060319772,1.0,No
0.7324118658857497,0.0,No
-0.1997900648371879,0.0,No
-0.6484434004792435,2.0,No
-0.2712422627357375,2.0,No
0.6460045567991317,2.0,No
0.5064235190438254,0.0,No
0.1790727519272147,0.0,Yes
-1.3297317990468094,2.0,No
-1.480944589948391,1.0,No
-0.4889222144731794,0.0,Yes
-1.5091931333036317,1.0,No
-0.4706437452433177,1.0,No
0.5446421365244453,1.0,No
-0.3177692753208395,0.0,Yes
0.8354359651813331,0.0,No
0.6825614952588546,2.0,No
1.436963770745867,2.0,No
0.9550768546858812,0.0,No
0.6592979889663035,0.0,Yes
-1.4792829109274943,2.0,No
-1.3164383668796376,0.0,No
-0.3443561396551837,0.0,Yes
-1.1685489340198487,2.0,No
0.2787734931810048,0.0,No
1.004927225312776,0.0,Yes
-1.4958997011364596,2.0,No
0.7257651498021636,2.0,No
1.4768440672473828,2.0,No
0.3302855428287963,1.0,No
0.9849870770620184,0.0,No
-0.3310627074880117,0.0,No
0.3518873701004505,0.0,No
0.0079198127748748,1.0,No
0.3203154687034174,0.0,Yes
-0.5387725851000745,0.0,Yes
1.1378615469844964,1.0,No
0.9550768546858812,1.0,No
0.1873811470316972,0.0,Yes
-0.8162729815897901,0.0,Yes
0.6293877665901667,1.0,No
-1.4925763430946666,0.0,No
-0.173203200502844,2.0,No
1.6729221917131698,2.0,No
1.6479970063997222,1.0,No
-0.670045227750898,0.0,Yes
-0.6567517955837261,0.0,No
-0.7847010801927568,0.0,Yes
1.4004068322861438,0.0,Yes
0.8337742861604363,0.0,No
-0.4955689305567653,2.0,No
1.613101746960896,1.0,No
0.7756155204290587,2.0,No
-1.32474676198412,2.0,No
1.3372630294920766,0.0,No
-1.5091931333036317,2.0,Yes
-1.3463485892557745,2.0,No
0.9866487560829148,0.0,Yes
-0.1665564844192579,2.0,No
-1.328070120025913,0.0,Yes
1.405391869348833,0.0,No
0.1940278631152829,0.0,Yes
0.6858848533006479,0.0,Yes
1.338924708512973,0.0,Yes
0.0062581337539784,0.0,No
-0.3244159914044256,0.0,No
-0.4723054242642144,0.0,No
-0.3194309543417361,0.0,No
-0.4507035969925597,0.0,No
-1.3081299717751549,0.0,No
-0.342694460634287,0.0,No
1.0099122623754655,0.0,Yes
0.3734891973721053,1.0,No
-0.6783536228553805,0.0,No
0.174087714864525,0.0,Yes
0.3236388267452102,0.0,Yes
-0.6617368326464155,0.0,Yes
0.3768125554138981,0.0,Yes
-0.1183677928132592,1.0,No
0.7324118658857497,1.0,No
0.8171574959514712,0.0,No
-1.497561380157356,0.0,No
-1.4792829109274943,0.0,No
0.3751508763930017,2.0,No
1.1976819917367705,0.0,No
0.3253005057661066,0.0,No
0.293728604369073,0.0,Yes
0.004596454733082,1.0,No
1.0198823365008447,0.0,Yes
0.8520527553902981,0.0,No
-0.1482780151893964,2.0,No
0.5679056428169958,0.0,No
-1.328070120025913,2.0,No
0.3369322589123824,0.0,Yes
0.3585340861840367,2.0,No
1.209313744883046,0.0,No
0.4648815435214129,1.0,No
-1.5125164913454248,0.0,No
0.8071874218260923,0.0,No
1.6712605126922735,2.0,No
0.1524858875928703,0.0,No
0.5263636672945833,0.0,Yes
1.5050926106026232,1.0,No
-1.4909146640737705,2.0,No
0.5163935931692044,1.0,Yes
0.9434451015396056,0.0,Yes
0.888609693850021,0.0,No
0.5878457910677541,1.0,Yes
-0.1582480893147754,2.0,No
-0.6633985116673121,0.0,No
-0.5371109060791779,1.0,No
-0.1565864102938789,2.0,No
1.2608257945308377,0.0,No
0.6028009022558228,0.0,No
0.1857194680108003,0.0,Yes
-0.9591773773868896,0.0,No
0.5944925071513403,0.0,No
-1.4925763430946666,2.0,No
-1.514178170366321,1.0,No
1.0016038672709833,1.0,No
0.3020369994735555,0.0,Yes
0.5263636672945833,0.0,Yes
0.3668424812885192,1.0,Yes
1.3239695973249044,2.0,Yes
0.7772771994499555,2.0,No
0.99828050922919,0.0,No
1.284089300823389,0.0,Yes
-0.3360477445507012,0.0,No
0.6975166064469233,2.0,No
0.0893420847988035,0.0,No
-1.470974515823012,1.0,No
-1.4792829109274943,1.0,No
0.2438782337421779,0.0,No
0.8520527553902981,0.0,Yes
-1.5058697752618386,2.0,No
-0.6584134746046224,0.0,No
1.071394386148636,1.0,No
-0.0651940641445713,2.0,No
-0.670045227750898,1.0,No
0.8105107798678856,0.0,No
0.6659447050498896,0.0,Yes
-0.7597758948793092,0.0,Yes
0.514731914148308,0.0,Yes
-0.3543262137805626,0.0,No
1.345571424596559,2.0,No
-1.130330316539229,0.0,Yes
1.074717744190429,1.0,No
-1.480944589948391,0.0,No
1.1312148309009102,2.0,No
-0.4806138193686969,1.0,No
-1.4693128368021158,2.0,No
0.3701658393303125,0.0,No
1.0547775959396712,0.0,Yes
-0.1599097683356718,0.0,No
-1.5158398493872178,0.0,No
1.126229793838221,1.0,No
1.589838240668345,2.0,No
-1.467651157781219,1.0,No
0.6941932484051304,0.0,Yes
-0.964162414449579,2.0,No
1.162786732297944,1.0,No
1.041484163772499,0.0,No
0.6759147791752685,1.0,No
-1.3097916507960514,0.0,No
1.33560135047118,0.0,Yes
0.8271275700768506,2.0,No
0.7307501868648533,1.0,No
0.7124717176349918,1.0,No
-0.4689820662224213,0.0,Yes
0.0012730966912887,2.0,No
0.8670078665783663,0.0,Yes
1.4402871287876595,2.0,No
-1.4892529850528735,0.0,Yes
0.6875465323215443,0.0,Yes
-0.3327243865089081,1.0,No
0.8520527553902981,0.0,No
-0.6899853760016561,0.0,No
1.024867373563534,0.0,No
0.6659447050498896,0.0,No
-0.6800153018762771,0.0,No
-1.4909146640737705,0.0,No
1.0065889043336724,0.0,No
0.8404210022440223,2.0,No
1.500107573539934,0.0,No
0.3053603575153488,0.0,Yes
-0.3377094235715976,0.0,No
-1.485929627011081,1.0,No
-1.4958997011364596,1.0,No
-1.485929627011081,1.0,No
1.152816658172565,0.0,Yes
-0.2945057690282886,1.0,No
-1.497561380157356,2.0,No
-1.4942380221155631,2.0,No
1.0182206574799484,1.0,No
0.9700319658739496,0.0,No
-1.4909146640737705,0.0,Yes
-1.500884738199149,0.0,Yes
0.5512888526080308,0.0,Yes
-1.3397018731721884,1.0,No
0.3385939379332788,0.0,No
0.7506903351156111,0.0,No
0.1956895421361797,0.0,No
0.2820968512227977,0.0,No
1.1278914728591174,2.0,No
-1.328070120025913,2.0,No
0.6160943344229945,0.0,Yes
0.3502256910795542,0.0,Yes
-1.344686910234878,0.0,No
0.1691026778018353,0.0,No
1.1893735966322878,1.0,No
-1.298159897649776,1.0,No
-0.7996561913808251,0.0,No
-0.4357484858044913,0.0,No
1.3405863875338693,1.0,No
0.7041633225305093,0.0,No
0.360195765204933,0.0,No
-0.2164068550461529,1.0,No
-1.5075314542827352,0.0,Yes
0.0145665288584609,2.0,No
-0.3759280410522171,0.0,No
-0.643458363416554,0.0,Yes
-1.4958997011364596,2.0,No
-0.6750302648135875,0.0,No
-1.4593427626767366,1.0,No
1.6380269322743433,2.0,No
0.8337742861604363,0.0,No
-0.3227543123835292,0.0,No
1.6014699938146204,0.0,No
1.2226071770502178,0.0,No
1.6579670805251017,1.0,No
0.0012730966912887,0.0,No
0.5197169512109977,0.0,No
1.3671732518682138,0.0,Yes
0.1591326036764564,0.0,Yes
-1.3197617249214306,2.0,No
0.9966188302082936,0.0,No
1.3538798197010415,2.0,No
-1.331393478067706,1.0,No
0.1657793197600425,0.0,No
-0.1516013732311893,0.0,No
0.541318778482652,0.0,Yes
-1.341363552193085,2.0,No
1.3090144861368362,0.0,No
0.9351367064351233,1.0,No
0.5330103833781694,2.0,No
-1.4875913060319772,0.0,No
0.343578974995968,0.0,No
-1.4992230591782527,0.0,No
0.1558092456346636,0.0,No
1.209313744883046,0.0,Yes
1.1644484113188402,0.0,Yes
1.7044940931102035,2.0,No
-0.8212580186524798,2.0,No
1.2408856462800792,2.0,No
0.828789249097747,1.0,No
-1.4909146640737705,2.0,No
-0.292844090007392,0.0,Yes
-1.4659894787603227,1.0,No
-0.3244159914044256,0.0,Yes
0.1757493938854214,0.0,No
-0.3709430039895276,0.0,No
0.3302855428287963,0.0,Yes
0.514731914148308,0.0,Yes
0.3751508763930017,0.0,No
0.3635191232467263,0.0,No
1.041484163772499,0.0,Yes
0.140854134446595,0.0,Yes
-1.4992230591782527,2.0,No
-0.6467817214583471,0.0,Yes
0.5546122106498241,0.0,No
1.4535805609548318,1.0,No
0.624402729527477,0.0,Yes
0.6559746309245107,2.0,No
1.176080164465116,0.0,No
0.7922323106380237,2.0,No
-0.4058382634283543,2.0,No
0.3186537896825205,0.0,Yes
1.3306163134084903,2.0,No
-0.1914816697327054,0.0,No
0.3203154687034174,0.0,Yes
-0.0236520886221588,1.0,No
-1.4742978738648052,0.0,No
-0.6982937711061387,1.0,Yes
-0.1283378669386384,0.0,No
-1.4942380221155631,2.0,No
-1.206767551500468,0.0,Yes
1.1611250532770474,0.0,Yes
1.7111408091937896,1.0,No
0.5296870253363766,2.0,No
0.0145665288584609,1.0,No
0.6410195197364421,0.0,No
0.488145049813964,2.0,No
0.975017002936639,0.0,Yes
0.4399563582079654,0.0,No
0.978340360978432,0.0,Yes
0.5230403092527905,0.0,Yes
-1.4925763430946666,0.0,No
0.981663719020225,1.0,No
1.3854517210980752,0.0,No
0.3186537896825205,0.0,Yes
1.3522181406801452,0.0,No
1.004927225312776,0.0,No
1.3306163134084903,0.0,Yes
-0.3476794976969767,1.0,No
0.1757493938854214,0.0,No
0.3469023330377613,0.0,Yes
-1.485929627011081,0.0,No
1.3505564616592487,1.0,No
-0.4374101648253877,0.0,No
0.6892082113424407,0.0,No
0.360195765204933,0.0,Yes
1.1727568064233227,0.0,Yes
0.8803012987455384,1.0,No
1.6945240189848243,2.0,No
0.9949571511873972,1.0,No
-1.500884738199149,2.0,No
1.1677717693606335,2.0,No
-1.451034367572254,2.0,No
-1.485929627011081,2.0,No
0.5047618400229291,0.0,No
1.4087152273906265,1.0,No
0.6725914211334757,0.0,Yes
0.8238042120350573,0.0,No
0.557935568691617,0.0,No
-0.2097601389625668,1.0,No
1.0265290525844308,1.0,No
0.5263636672945833,2.0,No
1.6064550308773098,2.0,No
-0.1931433487536018,0.0,No
-1.5025464172200458,0.0,No
0.7074866805723021,0.0,Yes
-0.6384733263538647,0.0,Yes
0.471528259604999,1.0,No
0.7157950756767847,0.0,Yes
1.338924708512973,1.0,No
1.2342389301964936,1.0,No
-1.4958997011364596,0.0,No
1.5134010057071057,2.0,No
1.689538981922135,2.0,No
-1.5091931333036317,2.0,No
-1.3014832556915688,2.0,No
0.5180552721901008,0.0,Yes
0.1325457393421124,1.0,No
-1.4909146640737705,0.0,No
0.1940278631152829,1.0,No
0.1807344309481111,0.0,No
-0.513847399786627,0.0,No
1.4120385854324191,1.0,No
-1.367950416527429,0.0,No
0.1641176407391461,0.0,No
1.1544783371934613,2.0,No
-0.0153436935176763,0.0,No
0.2023362582197654,2.0,No
1.2342389301964936,1.0,No
0.2904052463272802,2.0,No
1.1794035225069088,0.0,Yes
-0.8096262655062043,1.0,No
-1.5125164913454248,2.0,No
-0.1715415214819473,2.0,No
0.004596454733082,1.0,No
1.1810652015278054,1.0,Yes
1.531679474936967,0.0,No
0.541318778482652,2.0,No
1.106289645587463,1.0,No
0.19070450507349,0.0,No
0.9899721141247076,0.0,No
-1.4992230591782527,0.0,No
-1.5208248864499072,0.0,Yes
0.3502256910795542,0.0,Yes
0.812172458888782,0.0,Yes
-1.5208248864499072,0.0,No
-1.4875913060319772,0.0,No
0.6958549274260268,0.0,Yes
-0.0502389529565027,2.0,No
-1.484267947990184,1.0,No
1.142846584047186,2.0,No
0.8520527553902981,2.0,No
1.566574734375794,2.0,No
-1.32474676198412,1.0,No
0.6227410505065806,2.0,No
0.6493279148409246,0.0,No
-0.636811647332968,0.0,No
-0.1034126816251908,0.0,Yes
-0.329401028467115,2.0,No
0.0261982820047362,0.0,No
0.8503910763694013,1.0,No
-1.4742978738648052,2.0,No
0.3253005057661066,0.0,No
-1.4892529850528735,1.0,No
0.3153304316407277,1.0,No
1.4585655980175214,2.0,No
1.488475820393658,1.0,No
0.7274268288230604,2.0,No
0.5396570994617556,2.0,No
-0.5620360913926253,1.0,No
1.6546437224833084,2.0,No
1.345571424596559,0.0,Yes
-1.1569171808735732,0.0,Yes
0.0079198127748748,0.0,Yes
-1.4693128368021158,2.0,No
1.4967842154981408,1.0,No
0.15747092465556,2.0,No
-0.5288025109746953,0.0,No
-1.3131150088378445,0.0,No
1.2658108315935268,1.0,No
0.7573370511991973,0.0,No
0.4582348274378268,0.0,No
-1.0040427109510952,0.0,No
0.9068881630798824,1.0,No
0.6742531001543721,1.0,No
-1.497561380157356,2.0,No
-1.4875913060319772,0.0,Yes
1.0099122623754655,0.0,No
0.6476662358200281,0.0,No
1.3239695973249044,1.0,No
1.5582663392713116,2.0,No
0.8404210022440223,0.0,Yes
1.5283561168951745,0.0,Yes
-0.3244159914044256,0.0,No
0.8337742861604363,2.0,No
-1.4759595528857017,1.0,No
-0.3393711025924942,1.0,No
1.3538798197010415,0.0,Yes
1.152816658172565,2.0,No
0.2039979372406622,2.0,No
1.3223079183040078,1.0,Yes
0.6808998162379583,0.0,Yes
-1.3081299717751549,2.0,No
-0.2861973739238061,0.0,Yes
0.8238042120350573,0.0,Yes
0.8337742861604363,1.0,No
-1.3131150088378445,0.0,No
0.9899721141247076,0.0,Yes
-0.633488289291175,0.0,Yes
0.1624559617182497,1.0,No
0.8221425330141608,0.0,Yes
0.174087714864525,0.0,No
0.1591326036764564,0.0,Yes
0.326962184787003,0.0,Yes
-1.484267947990184,2.0,No
-1.328070120025913,0.0,No
-1.4992230591782527,0.0,Yes
1.008250583354569,0.0,No
0.8005407057425061,2.0,No
0.4665432225423093,1.0,No
-1.4925763430946666,1.0,Yes
-1.4759595528857017,0.0,No
-1.3463485892557745,0.0,Yes
-0.6484434004792435,0.0,No
-1.485929627011081,0.0,No
0.1591326036764564,2.0,No
-1.504208096240942,2.0,No
0.3319472218496927,0.0,No
0.1624559617182497,0.0,Yes
-1.1486087857690903,0.0,No
-0.6351499683120716,0.0,Yes
-0.2313619662342216,2.0,No
-1.4925763430946666,1.0,No
-1.3031449347124655,2.0,No
0.3419172959750716,0.0,Yes
-1.3264084410050163,0.0,No
-0.5188324368493165,0.0,Yes
1.5150626847280022,2.0,No
-1.3363785151303955,1.0,No
-0.9990576738884054,0.0,Yes
1.4353020917249704,0.0,No
0.5529505316289277,0.0,No
0.5064235190438254,0.0,Yes
0.3003753204526591,2.0,No
-0.012020335475883,0.0,No
1.295721053969664,1.0,No
0.2106446533242479,0.0,No
-0.4939072515358689,0.0,No
-1.334716836109499,1.0,No
-0.5155090788075234,0.0,Yes
-1.1519321438108836,1.0,No
0.6194176924647878,0.0,No
-1.4726361948439086,0.0,No
0.3485640120586578,1.0,No
-1.4693128368021158,1.0,No
0.343578974995968,0.0,Yes
-1.485929627011081,1.0,No
-1.4659894787603227,0.0,No
0.6775764581961654,2.0,No
-0.4855988564313864,0.0,Yes
0.6709297421125793,1.0,No
0.0577701834017698,2.0,No
-0.0485772739356063,2.0,No
0.6111092973603053,0.0,No
0.6692680630916829,0.0,No
-1.4693128368021158,0.0,No
-0.5155090788075234,0.0,No
0.5014384819811358,0.0,Yes
-0.1715415214819473,2.0,No
1.3256312763458011,1.0,No
0.3502256910795542,0.0,No
0.5097468770856183,0.0,No
-1.5025464172200458,0.0,Yes
0.5396570994617556,0.0,No
-1.331393478067706,2.0,No
0.7058250015514057,0.0,No
-1.3081299717751549,2.0,No
0.8105107798678856,0.0,No
-0.2164068550461529,2.0,No
0.6941932484051304,0.0,No
-0.4789521403478002,0.0,No
0.5180552721901008,0.0,No
-1.480944589948391,1.0,No
-1.4693128368021158,2.0,No
0.7041633225305093,0.0,Yes
-0.6451200424374505,0.0,Yes
0.9883104351038112,0.0,Yes
-1.4460493305095643,0.0,No
-1.2798814284199145,2.0,No
0.5346720623990658,0.0,No
0.8952564099336071,0.0,Yes
0.3136687526198313,2.0,No
0.7473669770738183,0.0,Yes
-1.4759595528857017,0.0,No
0.3568724071631403,0.0,No
0.4748516176467918,2.0,No
0.8437443602858156,0.0,No
-0.4706437452433177,0.0,No
1.5183860427697955,1.0,No
1.2043287078203564,2.0,No
0.4848216917721707,0.0,No
0.8337742861604363,2.0,No
0.0079198127748748,2.0,No
0.5213786302318941,0.0,No
1.1229064357964278,0.0,Yes
-1.351333626318464,2.0,No
-0.6883236969807597,0.0,No
1.5300177959160708,2.0,No
1.6679371546504806,2.0,No
0.3419172959750716,0.0,No
-1.5125164913454248,2.0,No
0.8404210022440223,1.0,No
-0.2679189046939444,0.0,No
0.5114085561065151,2.0,No
0.2189530484287304,0.0,No
-1.4792829109274943,2.0,No
0.8503910763694013,0.0,No
1.1229064357964278,0.0,Yes
-1.497561380157356,2.0,No
-1.4925763430946666,0.0,No
0.702501643509613,0.0,Yes
0.8503910763694013,2.0,No
-1.461004441697633,0.0,No
0.8138341379096784,0.0,Yes
0.1840577889899039,0.0,Yes
0.0694019365480452,2.0,No
-1.4909146640737705,2.0,No
-0.9625007354286824,0.0,No
0.4682049015632057,0.0,No
-1.4742978738648052,1.0,No
0.3153304316407277,0.0,No
0.0012730966912887,1.0,No
-1.4726361948439086,0.0,No
0.9500918176231914,0.0,Yes
-1.4909146640737705,0.0,Yes
0.802202384763403,0.0,Yes
1.03151408964712,1.0,Yes
1.5250327588533814,2.0,No
-0.8129496235479974,0.0,No
0.5728906798796856,0.0,Yes
1.4037301903279369,1.0,No
-0.6451200424374505,0.0,Yes
0.2854202092645905,2.0,No
-0.6633985116673121,0.0,No
-0.3327243865089081,0.0,No
-0.4174700165746296,0.0,Yes
-0.8029795494226182,1.0,No
1.5034309315817267,1.0,Yes
-0.3144459172790467,2.0,No
-0.1299995459595348,0.0,No
0.4532497903751376,1.0,No
0.1624559617182497,2.0,No
-0.1632331263774648,2.0,No
0.4033994197482425,1.0,No
-1.4925763430946666,2.0,No
0.0959888008823896,2.0,No
-0.6567517955837261,0.0,No
-0.0186670515594691,0.0,No
0.5629206057543067,1.0,No
-1.3031449347124655,0.0,No
-1.4875913060319772,0.0,No
1.0630859910441537,1.0,Yes
0.36185744422583,2.0,No
1.1212447567755313,0.0,Yes
-1.361303700443843,2.0,No
-0.0186670515594691,2.0,No
0.684223174279751,0.0,Yes
0.4000760617064492,2.0,No
-0.3177692753208395,0.0,No
1.455242239975728,2.0,No
1.2142987819457354,0.0,Yes
0.1591326036764564,0.0,Yes
1.279104263760699,1.0,Yes
1.3040294490741464,2.0,Yes
-1.3131150088378445,2.0,No
-1.1419620696855048,1.0,No
-1.485929627011081,0.0,No
0.6592979889663035,0.0,No
0.7124717176349918,0.0,Yes
1.2940593749487677,1.0,No
1.5433112280832428,0.0,Yes
0.7722921623872658,2.0,No
1.382128363056282,0.0,No
0.4781749756885851,2.0,No
1.2741192266980093,1.0,No
-0.0269754466639516,0.0,No
-1.294836539607983,2.0,No
0.8204808539932645,0.0,Yes
1.024867373563534,0.0,Yes
-1.3031449347124655,0.0,No
0.8703312246201595,1.0,Yes
-0.6617368326464155,0.0,No
1.455242239975728,1.0,Yes
-1.3197617249214306,2.0,No
0.310345394578038,1.0,No
0.7988790267216097,0.0,No
0.4682049015632057,0.0,Yes
0.9467684595813984,0.0,No
0.2206147274496273,1.0,No
-0.6766919438344842,0.0,Yes
0.4798366547094815,0.0,No
-1.4742978738648052,2.0,No
1.1710951274024264,1.0,Yes
1.3372630294920766,2.0,No
-1.4942380221155631,1.0,Yes
-1.127006958497436,0.0,No
0.8354359651813331,0.0,Yes
-1.4693128368021158,1.0,No
0.667606384070786,2.0,No
-1.050569723536197,1.0,No
0.905226484058986,2.0,No
0.8321126071395398,2.0,No
1.6961856980057208,2.0,No
0.6775764581961654,2.0,No
-1.3264084410050163,0.0,No
-0.0136820144967798,0.0,No
-1.470974515823012,2.0,No
1.176080164465116,1.0,Yes
0.7074866805723021,2.0,No
-0.4639970291597319,0.0,Yes
0.8055257428051958,1.0,No
0.0012730966912887,2.0,No
-1.4942380221155631,1.0,No
0.9517534966440884,2.0,No
0.2953902833899698,0.0,Yes
1.008250583354569,0.0,Yes
0.9932954721665008,0.0,Yes
0.5263636672945833,0.0,Yes
-0.8561532780913063,2.0,No
-1.470974515823012,0.0,No
0.6908698903633371,1.0,Yes
-1.2748963913572249,2.0,No
1.1112746826501525,2.0,No
1.0896728553784976,1.0,No
-1.4892529850528735,2.0,No
-0.4639970291597319,0.0,Yes
1.1611250532770474,2.0,No
-0.9957343158466124,0.0,No
1.3405863875338693,0.0,Yes
-0.1532630522520859,1.0,No
-0.0003885823296076903,1.0,No
-0.3360477445507012,0.0,No
1.5067542896235195,0.0,Yes
-1.5108548123245282,1.0,No
0.6360344826737528,0.0,Yes
1.5449729071041394,1.0,No
-0.9625007354286824,1.0,No
-1.485929627011081,0.0,No
0.650989593861821,0.0,No
